,teks,label,clean_teks
136,"Iya, Pak. Level 4. 028, Pak. 028, Pak, yang paling baru itu. Yang pertama, ini kan di sini itu banyak sekali temuan di Prabayar, Pak, ya.
Kemarin itu kita fokus ke pembacaan Prabayar.
Jadi kita lakukan supervisi ke teman-teman bilmen. Agar pembacaan itu sesuai dengan SEL Amerika. Dengan tiga foto. Yang pertama, yaitu foto Isa KWH. Yang kedua, foto Arus. Yang ketiga, foto Tegangan. Karena di sini itu banyak sekali temuan merubah komponen di pelanggan Prabayar. Yaitu menambah resistor, Pak. Jadi tegangan yang terukur di KWM itu biasanya selisih separuh dari tegangan sumber, seperti itu. Itu sangat efektif, Pak, untuk kedapatan di wilayah kerja PLN P3 Mojokerto. Khususnya ULP Kota, Mojokerto Kota, ULP Mojostari, dan ULP Pacat, seperti itu.
Jadi kita petakan, Pak, kalau kita di P3 itu kita petakan mana potensi di tiap-tiap ULP, seperti itu. Jadi potensi ULP A belum tentu kita pakai di ULP B. Itu akan menghasilkan hasil yang sama, seperti itu. Kalau mempengaruhi batas daya itu P1, Pak. Tapi kita petakan lagi. P1 itu kalau dia hanya mempengaruhi daya. Ketika dia bisa merusak ke KWM, karena makanya dia yang terlalu besar, melebihi kapasitas kemampuan dari KWM tersebut, kita kenakan P3, Pak, seperti itu.
Jadi jodohnya ya.
Jadi kita pastikan dulu, Pak, untuk ukuran arus di pelanggan tersebut. Jadi kita nggak hanya fokus ke P1-nya. Ketika dia P1, tapi pemakaian dia melebihi kemampuan dari KWM, yang mengakibatkan kerusakan KWM, ya kita kenakan P3, seperti itu, Pak. Berita acara itu bisa kita evaluasi satu. Biasanya teman-teman itu kan ketua regunya, karena keterbatasan dari teman-teman. Ketua regu kan harus dari PLN, Pak ya?
Iya.
Dan sementara kita itu di ULP, tiap-tiap ULP itu hanya ada satu supervisor ETL-TI aja, seperti itu. Dan pekerjanya tidak hanya P2TL. Biasanya kita on call. Yang pertama itu kita selalu ingatkan itu. Yang kedua, kita kan harus ada pendamping dari kepolisian. Dan kita kepolisiannya tiap ULP. Di masing-masing kabupaten kan nggak hanya satu ULP. Jadi kepolisian itu biasanya hanya memberikan beberapa personil aja, nggak seluruh ULP. Itu kita pastikan dulu. Ketika ada temuan, harus on call ke baik TL-TI ataupun pendamping yang tersedia. Dan dia mendampingi di ULP mana, seperti itu. Karena itu sangat-sangat berpengaruh, Pak, ketika pelanggan itu keberatan, kalau nggak ada ketuar-bunya bukan dari P2TL,
dan tidak ada pendamping dari kepolisian, pasti langsung hukur untuk P2TLnya.
Seperti itu, Pak. Surat panggilan 1, 3 hari. Panggilan 2, 3 hari. Seperti itu, Pak. Kalau peringatan, di 5 hari dari 5 hari. Peringatan 1, 5 hari. Peringatan 2, 5 hari. Kemudian kita lakukan bongkar. Seperti itu. Bongkar, Pak.",1,level 4 028 028 temu prabayar kemarin fokus baca prabayar laku supervisi temanteman bilmen baca sesuai sel amerika foto foto isa kwh foto arus tiga foto tegang temu rubah komponen langgan prabayar tambah resistor tegang ukur kwm selisih paruh tegang sumber efektif dapat wilayah kerja pln p3 mojokerto ulp kota mojokerto kota ulp mojostari ulp pacat peta p3 peta potensi tiaptiap ulp potensi ulp a belum pakai ulp bb hasil hasil pengaruh batas daya p1 peta p1 pengaruh daya rusak kwm lebih kapasitas mampu kwm kena p3 jodoh pasti ukur arus langgan tidak fokus p1nya p1 pakai lebih mampu kwm akibat rusa kwm kena p3 berita acara evaluasi temanteman ketua regu batas temanteman ketua regu pln ulp tiaptiap ulp supervisor etlti kerja tidak p2tl on telepon ingat damping polisi polisi ulp masingmasing kabupaten tidak ulp polisi personil tidak ulp pasti temu on telepon tlti damping sedia damping ulp sangatsangat pengaruh langgan berat tidak ketuarbunya p2tl tidak damping polisi langsung hukur p2tlnya surat panggil 1 3 panggil 2 3 ingat 5 5 ingat 1 5 ingat 2 5 laku bongkar bongkar
137,"Perpanjangan level 4. Perdirnya nomor 028 tahun 2023. Kalau evaluasi TO sendiri, di sini yang lagi digencapkan itu untuk yang tagging LPB-nya, Pak. Soalnya hasil tagging LPB terakhir ini kebetulan banyak yang tenggangan selisih. Terus, dari hasilnya yang DLPD-DLPD itu juga bisa masuk untuk TO-nya, Pak. Hasil-hasil tagging. Seperti itu. Kalau organisasinya P2TL sendiri ada dari penanggung jawabnya, kemudian ada pelaksananya untuk teman-teman lapangan, dan ada untuk administrasinya, Pak. Dari admin P2TL. Kalau pemutusan sementara biasanya itu penangguhannya karena dia mau dicek lab atau gimana gitu, ya, Pak? Misalnya di hari yang sama itu memang tidak bisa untuk cek lab-nya. Soalnya untuk cek lab sendiri itu kalau di sini, biasanya itu kan di UP3. Jadi kalau misalnya dari UP3 di hari yang sama tidak ready, kita buatkan surat untuk penangguhan pemutusan sementaranya, kemudian nanti dilakukan cek lab, setelah cek lab, nanti baru hasilnya seperti apa. Kalau memang baik, ya kita sambung langsung. Maksudnya kita langsung selesaikan, kita pasang kembali.
Tapi kalau memang ternyata ada temuannya, itu baru nanti kita putus lagi. Seperti itu, Pak. Kalau keperluan umum sih seharusnya bisa, Pak. Cuma ini kan memang kita komunikasikan dulu dengan atasan. Apalagi kan terkait sosial, ya. Ya, maksudnya yang pakai orang banyak. Dan itu vital, seperti itu, Pak. Soalnya kalau alat di rumah sakit pakai ada tahu jantung, tiba-tiba Bu matikan, kan mati orangnya, Pak.",1,panjang level 4 perdirnya nomor 028 2023 evaluasi digencapkan tagging lpbnya hasil tagging lpb tenggang selisih hasil dlpddlpd masuk tonya hasilhasil tagging organisasi p2tl tanggung laksana temanteman lapang administrasi admin p2tl putus tangguh cek lab tidak cek lab cek lab up3 up3 tidak ready buat surat tangguh putus sementara cek lab cek lab hasil sambung langsung maksud langsung selesai pasang temu putus perlu komunikasi atas kait sosial maksud pakai orang vital alat rumah sakit pakai jantung tibatiba bu mati mati orang
138,"Ini perpanjang level 4, Pak. Organisasi P2TL itu ada pelaksanaan P2TL, kemudian ada penanggung jawab sama petugas admin, Pak. Perdir yang terbaru itu saat ini nomor 28 tahun 2023, Pak. Kalau TO itu diolah dari berbagai macam sih, Pak, ada informan. Kalau kita olah data sendiri itu bisa dari DLPD pembacaan, bisa dari DLPD pasta bayar, bisa pengolahan LPKP juga, hasil pembacaan amikon juga nanti bisa dilihat dari tagging LPB
juga bisa. Biasanya kalau yang diambil itu yang anomali-anomali, kalau data prabayar itu bisa
dilihat di teg, kalau biasanya minim, itu kemungkinan ada sesuatu. Kalau pasta bayar kita bisa lihat juga, Pak, histori pemakaian, nanti bisa kita olah secara statistik itu, pemakaiannya menurun apakah merata sekian jam nyala, terus kita bandingkan dengan pelanggan-pelanggan lain. Biasanya kalau kita dapat temuan, itu kita jadikan acuan data juga, Pak, karena biasanya pola datanya itu hampir mirip-mirip yang ada pelanggaran sejenis seperti itu. Kalau P2 itu terkait pengukuran KWH, Pak. Jadi ada sesuatu hal yang sengaja dilakukan oleh selain PLN untuk mengaruhi pengukuran KWH meter. Jadi tujuannya itu biar KWH meter itu biasanya lebih hemat seperti itu, Pak. Iya, baik 1 pas maupun 3 pas. P2. Bahannya, Pak, ada kalau yang sering kita temukan itu dulu itu ada jumper di terminal, Pak. Jumper di terminal pasar dan kemudian ada juga itu kalau meter tua itu kadang kumparan itu digurangi, Pak. Jadi kan kalau standar itu kumparan itu kan biasanya ada 5 atau 6 kumparan. Nah itu biasanya digurangi, itu cuma ada 3 atau berapa itu ditimbang biasanya minus seperti itu. Kumparan kelihatan, Pak, dari luar. Bahkan di
meter yang tua itu kan masih bening. Iya, kelihatan.
Kalau di 3 pas, kalau polaritas R-nya terbalik. Kalau bukan absolut, ya pengaruh ke pengukuran dia, Pak. Jadi lebih hemat, Pak. ",1,panjang level 4 organisasi p2tl laksana p2tl tanggung tugas admin perdir baru nomor 28 2023 olah informan olah data dlpd baca dlpd pasta bayar olah lpkp hasil baca amikon tagging lpb ambil anomalianomali data prabayar teg minim pasta bayar lihat histori pakai olah statistik pakai turun rata sekian jam nyala banding pelangganpelanggan temu jadi acu data pola data miripmirip langgar jenis p2 kait ukur kwh sengaja pln mengaruhi ukur kwh meter tuju biar kwh meter hemat 1 pas 3 pas p2 bahan temu jumper terminal jumper terminal pasar meter tua kadang kumpar digurangi standar kumpar 5 6 kumpar digurangi 3 timbang minus kumpar meter tua bening 3 pas polaritas rnya balik absolut pengaruh ukur hemat
139,"Level 3, Pak, pelasana utama. 028, Pak. Dasar TO-nya, Pak. Dasar-dasar target operasi, Pak.
Target operasi itu dari DLMD, Pak. Jalan-jalan menyala, KW meter macet, muntur, kemungkinan ada anomali, ya, anomali pengukuran. Organisasi P2HTL itu terdiri dari sebentar, Pak, tak ingat-ingat dulu. Penanggung jawab, pelaksana, dan sebagai administrasi P2HTL, Pak. Terkait dengan mempengaruhi pengukuran, Pak, terutama di kawasan Metro. Untuk pertama, ya, di BA, Pak. Di BA, ya. Di BA, kemudian disaksikan oleh pelanggan, dan sebaiknya atau lebih utamanya disaksikan dari perangkat desa atau tetangga sekitar, supaya itu kan untuk kelengkapan administrasi, ya Pak, sebagai saksi, didampingi oleh penyidik juga, kemudian setelah di BA, diinformasikan ke pelanggan, baru dieksekusi untuk padam sementara, Pak. Pemanggilan 1-2
Pemanggilan. Nanti, di BA kan juga suat-suat pemanggilan pertama, ya Pak. Suat pemanggilan pertama.
Kalau pelanggan nggak datang, ya Pak, kan
ada suat pemanggilan kedua. Suat pemanggilan 2. Itu berapa, jaraknya berapa hari kerja, ya Pak?
7 hari, Pak. Saat ini, kalau secara langsung, tidak, Pak. Karena saat ini kan saya posisi tas mental, Pak. Kalau untuk
eksekutornya kan di ULP itu di TL-nya, Pak. Di tim leader TE-nya. Jadi, kebanyakan saya di posisi saat ini banyak di Pasca P2TL-nya, Pak. Untuk mitigasi resiko. Iya. Untuk mitigasi resiko, Pak. Karena sebenarnya
kalau secara
aturan kan harusnya di niaga, Pak. Cuma kebiasanya itu sebelum masuk tim keberatan niaga itu ada yang namanya diskusi terkait dengan temuan. Contoh misalkan temuan dengan pelanggan besar yang sampai ada eskalasi sampai ke atas. Mekanisme untuk keberatannya, Pak. Mekanisme keberatan aitu pelanggan membuat surat keberatan terkait dengan pelanggaran yang sudah ditemukan atau pelanggaran W2TL. Biasanya itu pelanggan keberatan karena terkait dengan besaran taksusnya, Pak. Nah, itu bersurat. Ketika bersurat, nanti akan direspond dengan, diadakan dengan adanya rapat tim keberatan, Pak. Yang meliputi dari tim keberatan internal itu yang di, kami ada dari tim niaga, Pak. Dari eksternal kita melibatkan PPNS atau dari ESDM. Dalam hal misalkan di situ tempat-tempat untuk pelayanan publik seperti rumah sakit atau kantor-kantor atau objek vital itu, Pak.",1,level 3 lasana utama 028 dasar tonya dasardasar target operasi target operasi dlmd jalanjalan nyala kau meter macet muntur anomali anomali ukur organisasi p2htl sebentar tidak ingatingat tanggung laksana administrasi p2htl kait pengaruh ukur kawasan metro ba ba ba saksi langgan utama saksi perangkat desa tetangga lengkap administrasi saksi damping sidik ba informasi langgan eksekusi padam panggil 12 panggil ba suatsuat panggil suat panggil langgan tidak suat panggil suat panggil 2 jarak kerja 7 langsung tidak posisi tas mental eksekutor ulp tlnya tim leader tenya banyak posisi pasca p2tlnya mitigasi resiko mitigasi resiko atur niaga biasa masuk tim berat niaga nama diskusi kait temu contoh temu langgan eskalasi mekanisme berat mekanisme berat aitu langgan surat berat kait langgar temu langgar w2tl langgan berat kait besar taksusnya surat surat direspond ada rapat tim berat liput tim berat internal tim niaga eksternal libat ppns esdm situ tempattempat layan publik rumah sakit kantorkantor objek vital
140,"Betul perpanjangan, Pak, infonya. Pengawas, Pak. Tiga, ya. Berhubungan dengan P2TL, Pak, ya. Masih berhubungan dengan P2TL, Pak. Level 3. Paling sekarang aktifnya kalau P2TL untuk pelanggan-pelanggan DM ada indikasi anomali di pengukuran CTPT-nya paling, Pak. Target operasi yang paling, apa? Untuk A1 itu biasanya dari informen, Pak. Tapi kalau kita nyari dari sistem, kita bisa nyari DLPD hasil basameter, bisa. Terus kayak, kalau dari AMR, dari sudut arusnya biasanya, Pak. Datangnya dari situ biasanya. Anomali-anomalinya. Oke. P1 itu pelanggaran yang membatasi batas daya, Pak. Kalau di pelanggaran TM, biasanya ada yang mengubah relai atau yang memperbesar XCO-nya, Pak. Kalau di meter, selagi dia cuman mempengaruhi pengukuran, dia maksudnya pelanggaran P2. Tapi kalau sudah mengukuri, apa? Mempengaruhi pengukuran sama batas daya, dia maksudnya di P3, Pak. Di P3, ya.",0,panjang informasi awas hubung p2tl hubung p2tl level 3 aktif p2tl pelangganpelanggan dm indikasi anomali ukur ctptnya target operasi a1 informen nyari sistem nyari dlpd hasil basameter amr sudut arus datang situ anomalianomalinya oke p1 langgar batas batas daya langgar tm ubah relai besar xconya meter selagi pengaruh ukur maksud langgar p2 ukur pengaruh ukur batas daya maksud p3 p3
141,"Perpanjangan ke-2, kalau nggak salah, Pak. Perdirnya, kalau yang sekarang itu, perdir 028, Pak, tahun 2023, kalau nggak salah. Sudah. Sudah lama, Pak. Soalnya dulu kan saya pernah di bagian Darsud, Pak. Sekarang sudah pindah dua kali, sekarang di bagian Hermet, Pak. Sekarang. Sudah, Pak. Dasar TO, maksudnya nggak dari,
boleh dari aplikasi, dari dasar-dasarnya, Pak, untuk menerapkan TO, Pak. Target operasi, biasanya kita mencari dari laporan kelainan baca meter,
Pak, P2HT, terus jam nyala, terus anomali pemakaian KWH naik turun, itu dari, itu sih, Pak. Institusi, mungkin dari kepolisian, kejaksaan, itu, Pak. kalau bom karampung, Pak, ya, Dalam hal pelanggan tidak menyelesaikan administrasi sampai dengan peringatan kedua, Pak. Bongkar rampung itu bom kar seluruh aset PLN di pelanggan dalam hal ini SR, terus alat pengukur dan pembatas, kemudian selanjutnya diproses secara administrasi mutasi N sampai dengan mutasi O, dikeluarkan dari data pelanggan.",1,panjang ke2 tidak salah perdirnya perdir 028 2023 tidak salah darsud pindah kali hermet dasar maksud tidak aplikasi dasardasarnya terap target operasi cari lapor lain baca meter p2ht jam nyala anomali pakai kwh turun institusi polisi jaksa bom karampung langgan tidak selesai administrasi ingat bongkar rampung bom kar aset pln langgan sr alat ukur batas proses administrasi mutasi n mutasi o keluar data langgan
142,"Level 3 ini, Pak. 0028, Pak. Organisasi P2TL, Pak. Organisasi P2TL itu ada yang pertama penanggung jawab P2TL, Pak. Terus yang kedua adalah pelaksana P2TL. Pelaksana apa itu, Pak? Pelaksana P2TL, Pak. Oh, ada petugas pelaksana, kemudian ada petugas pengadministrasi P2TL. Untuk merubah pembatas daya, golongan 1, Pak. Kalau golongan 1 itu 6 kali, Pak, 6 bulan
3 kali, 2 kali
daya beban, ya, Pak. Kalau misalnya dia masih menggunakan daya beban.
Kalau untuk yang di atas itu 6 kali, 3 kali, 2 kali untuk eminnya. Pertama, pasti harus ada berita acara
P2TL, ya, Pak. Hasil pemeriksaannya.
Kemudian ada berita acara pengamanan, kalau sekarang itu barang hasil pemeriksaan, ya, Pak. Kalau dulu kan barang barang bukti, ya, Pak. Itu yang memang harus, itu yang prinsip harus kita ada dan benar, ya. Karena kalau berita acara ada, tapi salah pun juga bisa menjadi celah untuk kita.",1,level 3 0028 organisasi p2tl organisasi p2tl tanggung p2tl laksana p2tl laksana laksana p2tl tugas laksana tugas administrasi p2tl rubah batas daya golong 1 golong 1 6 kali 6 3 kali 2 kali daya beban daya beban 6 kali 3 kali 2 kali eminnya berita acara p2tl hasil periksa berita acara aman barang hasil periksa barang barang bukti prinsip berita acara salah celah
143," Ketua Regu, ya. Level 3. Yang perdir 0028 tahun 2023, Pak. Ya, sudah buka sekilas, Pak. Sekilas. Ya, dulu di TE. Pernah di TE, sekarang di teknik. Kalau di sini biasanya berdasarkan itu, Pak. Dari TO itu dari KW meter macet, sama yang pemakaian 0, seperti itu, kadang-kadang di yang meter brak bayar, kita dari yang sering minta clear timer, sama tidak beli token, gitu, Pak. Hanya R saja, Pak, yang terbalik. Berarti kalau yang terbalik di sisi R yang terukur itu cuma 33%, Pak. Berarti minus 66%. Yang terukur cuma 5, Pak. Kalau pasalnya yang terbalik itu
RST, salah
satunya terbalik, ya, Pak. Pengukurannya tidak maksimal, Pak. Kalau di meter yang masih pakai piringan, piringannya akan berputarnya pelan. Benar, Pak. Pengaruhnya di pengukuran. Pengukurannya tidak maksimal. Sama
putaran di putaran pasanya. Putaran kan sama, Mas. Arahnya kan sama, nih. Akibatnya mungkin bisa terjadi kerusakan di peralatan pelanggan karena putarannya yang terbalik itu",1,ketua regu level 3 perdir 0028 2023 buka kilas kilas te te teknik dasar kau meter macet pakai 0 kadangkadang meter brak bayar clear timer tidak beli token r balik balik sisi r ukur 33 minus 66 ukur 5 pasal balik rst salah satu balik ukur tidak maksimal meter pakai piring piring putar pelan pengaruh ukur ukur tidak maksimal putar putar pasanya putar arah akibat rusa alat langgan putar balik
144,"Mulai masuk PLN. Mulai OJT sampai sekarang, Pak. Jadi sudah lama. Alhamdulillah. Level 2 sepertinya. Perdir yang baru nomor 028 tahun 2023. Iya. Karena sesuai dengan jabatan saya kan, Pak. Technician pengendalian susut dan P2TL. Kalau TO sekarang, Pak, kita masih mengacu pada LBKB saja. Contohnya semacam pelanggan-pelanggan yang 720 jam nyala, atau pelanggan-pelanggan yang majat, atau pelanggan yang tiba-tiba turun. Nah itu kita periksa, Pak. Jadi kan kita juga tidak hanya itu. Biasa kalau disampet kita jalan-jalan kan,
kita juga nyisir, begitu. Dasar TO-nya. Jadi kita bayar data saja, Pak. Iya, TO. Tapi juga kita biasa dapat laporan juga dari anggota. Jadi kita informan bahasanya. Ya, kelengkapannya kita mulai dari pemberikasan dulu, Pak. Tentunya pemberikasan itu sangat penting. Apalagi kalau kita dapat pelanggan-pelanggan yang orangnya kritis. Seperti kita harus melengkapi penamanya surat tugas, kita melengkapi SOP, IK, JSA, working permit. Nah itu juga perlu dilengkapi, Pak. Karena sempat, karena kita beberapa case mungkin dapat pelanggan yang sangat kritis, tiba-tiba kita periksa di pelanggan, wah ternyata tidak lengkap dan akhirnya kita kalah. Yang kedua, tentunya kita menggunakan alat APD dengan lengkap seperti helm, rompi, ID Card.
Itu sebagai identitas kita. Sarung tangan dan sepatu safety. Dan selanjutnya kita juga menggunakan alat-alat dikerja. Sebelum kita gunakan, kita juga harus cek dulu. Itu kira-kira alatnya sudah masih berfungsi dengan baik atau tidak. Nah sebelum kita melakukan pemeriksaan di pelanggan, mungkin dua inti itu tadi yang harus kita siapkan seperti yang dokumen tadi sama perlengkapan dan alat kerja kita. Nah perlengkapan yang APD itu kan sebagai identitas kita, Pak. Supaya cocok tahu ini orang PLN gitu kan. Kalau sebenarnya ada kan Pak. Sebenarnya ada itu biasanya dari kepolisian. Tetapi kan sejujur saja Pak ya, sejujur saja kalau di sini itu sudah lama enggak pakai polisi. Tapi kita mungkin sebagai kelurahan ataupun syarikat setempat yang kita suruh nemenin. Kan ada polisi. Ada polisi. P1 Pak kalau MCB. Kalau merubah daya atau mempengaruhi daya itu P1. Tetap harus kasih Pak. Kita tetap harus mencatat, menulis berita acara sebagai bukti. Nah sesuai dengan peraturannya ya, kita harus angkut bareng buktinya itu Pak. Jadi kita harus melakukan pemutusan sementara. Masalah P1-nya itu. Dan nanti pelanggan harus menyesuaikan administrasinya karena P1 kan Pak. P kan berarti pelanggaran ya. Kecuali K kan. Nah kalau K kan kita mungkin bisa tolerir kan. Kalau K kelainan berarti seperti hal-hal yang sifatnya itu tidak disebabkan oleh pelanggan gitu kan. Nah itu kita masih bisa tolerir. Kalau masalah P ya sudah Pak, nggak bisa ditolerir itu. Harus dikasih peringatan, berita acara, dan harus selesaikan administrasinya Pak. Antara panggilan 1, itu 7 hari kerja mungkin Pak. Maaf Pak. Agak lupa ini. soalnya kalau kita itu alhamdulillah kalau data-data kita langsung hubungi pelanggan ya. Maksudnya tidak sampai surat panggilan ke-2, ke-3 begitu Pak. Oh iya. Panggilan pertama itu kan berita acara ya Pak ya. Berarti ya alhamdulillah selama ini langsung clear gitu Pak.
Iya. Nanti kalau dapat gas yang
ada lagi kan kita Pak bisa maju ke tadi yang dikatakan berita 028 itu ya. 028. Nanti saya buka kembali Pak untuk jaraknya berapa hari itu antara panggilan 1 ke 2-nya itu. Mohon maaf Pak. Tapi lupa. ",1,masuk pln ojt alhamdulillah level 2 perdir nomor 028 2023 sesuai jabat technician kendali susut p2tl acu lbkb contoh pelangganpelanggan 720 jam nyala pelangganpelanggan majat langgan tibatiba turun periksa tidak disampet jalanjalan nyisir dasar tonya bayar data lapor anggota informan bahasa lengkap pemberikasan pemberikasan pelangganpelanggan orang kritis lengkap nama surat tugas lengkap sop ik jsa working permit lengkap case langgan kritis tibatiba periksa langgan tidak lengkap kalah alat apd lengkap helm rompi id card identitas sarung tangan sepatu safety alatalat kerja cek kirakira alat fungsi tidak periksa langgan inti siap dokumen lengkap alat kerja lengkap apd identitas cocok orang pln polisi jujur jujur enggak pakai polisi lurah syarikat suruh tani polisi polisi p1 mcb rubah daya pengaruh daya p1 kasih catat tulis berita acara bukti sesuai atur angkut bareng bukti putus p1nya langgan sesuai administrasi p1 p langgar kecuali k k tolerir k lain halhal sifat tidak sebab langgan tolerir p tidak tolerir kasih ingat berita acara selesai administrasi panggil 1 7 kerja maaf lupa alhamdulillah datadata langsung hubung langgan maksud tidak surat panggil ke2 ke3 panggil berita acara alhamdulillah langsung clear gas maju berita 028 028 buka jarak panggil 1 2nya mohon maaf lupa
145,"Perpanjangan serkom. Serkom P2TL, Pak. Masih pelaksana sih, Pak. Level 2. Saya sehari-harinya, Pak, di teknik, Pak.
Di perbantukan di teknik. Dulu, Pak. Waktunya di UP3 Mamuju, Pak. Diperpanjang. Perdir terbaru itu, Pak. 2016. 88Z. 88Z, Pak. Pembasaran daya, Pak. Pembesaran daya, Pak. Pada pelaksanaan P2TL. Kalau pelaksanaan P2TL, Pak, ketika kita dapat P1, kami tuangkan dalam bertacara, Pak, mempengaruhi batas arus dengan cara kalau memang dia mengganti MCB atau dia los MCB-nya, berarti tidak sesuai dengan daya kontrak, Pak. ",0,panjang serkom serkom p2tl laksana level 2 sehariharinya teknik bantu teknik up3 mamuju panjang perdir baru 2016 88z 88z pembasaran daya besar daya laksana p2tl laksana p2tl p1 tuang bertacara pengaruh batas arus ganti mcb los mcbnya tidak sesuai daya kontrak
146,"Masih, Pak. Kemarin terakhir, bulan 4 kemarin, ada vendor di temani, Pak. Iya, Pak. 028, Pak. 028. Tahun 2023. Pertama, Pak, menyiapkan TO dan SO, terus surat tugas, menyiapkan alat kerja seperti toolbox, afometer, dan lain-lain, serta menyiapkan alat ketiga, Pak. Dasar TO-nya bisa ini, Pak. Kalau untuk KWH meter pasca, pemakaian minim. Kalau untuk prabayar, bisa pelanggan yang tidak beli token, Pak. Dalam kurang waktu 3-6 bulan terakhir. P2 itu mempengaruhi pengukuran energi, Pak. Pernah, Pak. Bisa dilakukan dengan cara jumper, jumper di terminal maupun di dalam meter, Pak. Organisasi P2.TL. Organisasi yang mulai dari itu, Pak. Iya, Pak. Sama vendor, Pak. Vendor sama ini, Pak. Apa namanya, pengamanan, Pak. Dengan pihak polisi. Pengawas, Pak. Dan penentu kasus di lapangan. P1, Pak. Biasanya diganti dengan MCB yang tidak standar seperti MCB toko atau bisa juga dengan cara menjampar MCB-nya, Pak. Kelihatan, Pak, ada di depan meternya, Pak. Di serinya. Ada kelihatan berapa amper. Kalau ampernya sama, Pak, dilakukan pengukuran, Pak. Pengukuran di kabel, Pak. Di kabel SR. Oh, di kabel SR. Kan caranya gimana menurunkan kabel SR-nya?
Dikalungkan, Pak, tang ampernya. Ya kan kalau... Tang ampernya dikalungkan satu kabel.
Bebannya lampunya cuma satu aja kan kecil.
Dicoba ini, Pak. Dicoba nyalakan maksimum pemakaiannya, Pak. Kalau dia tidak... MCB-nya tidak jatuh, tidak trip, berarti...
Dan melebihi pengukuran, berarti dia masuk memperbesar daya, Pak. Mas Nanti kan bawa alat tadi, kan? Amper, ya kan?
Iya, Pak.",1,kemarin 4 kemarin vendor teman 028 028 2023 surat tugas alat kerja toolbox afometer lainlain alat tiga dasar tonya kwh meter pasca pakai minim prabayar langgan tidak beli token 36 p2 pengaruh ukur energi jumper jumper terminal meter organisasi p2tl organisasi vendor vendor nama aman polisi awas tentu lapang p1 ganti mcb tidak standar mcb toko menjampar mcbnya meter seri amper ampernya ukur ukur kabel kabel sr kabel sr turun kabel srnya kalung tang ampernya tang ampernya kalung kabel beban lampu coba coba nyala maksimum pakai tidak mcbnya tidak jatuh tidak trip lebih ukur masuk besar daya bawa alat amper
147,"Transaksi energi, Pak. Level 2, Pak. Yang terbaru, Pak. 0028, Pak. 0028. Sudah dibaca, Pak. Sebagian, Pak. Alhamdulillah. Jadi, pokoknya, Pak. Berisi toolsheet, Pak. Toolsheet lengkap. Alat ukur. Seperti tang amper.
Untuk tiga pas. Pasal sequen.
Material pendukungnya, Pak. Itu berupa test band. O-bank. Tang. Tangga. Tangan. Lengkap. Pelip. APD. Safety. Siap, Pak. Dasarnya TO. Iya, Pak. Jadi, untuk TO-nya, Pak, itu berbagai masukan, Pak. Baik itu maupun rekan-rekan. Terus kita olah, Pak. Baik itu dalam bentuk kita lihat cek tagihan listriknya maupun histori pembelian token. Mungkin seperti itu, Pak. Sebelum melakukan kelapangan, kita membuat data dulu, Pak. Untuk kelengkapan data di lapangan.",1,transaksi energi level 2 baru 0028 0028 baca alhamdulillah pokok isi toolsheet toolsheet lengkap alat ukur tang amper pas pasal sequen material dukung test band obank tang tangga tangan lengkap pelip apd safety dasar tonya masuk rekanrekan olah bentuk lihat cek tagih listrik histori beli token lapang data lengkap data lapang
148,"Di perpanjangan level 2, Pak. Perdir untuk pelaksanaan P2TL.
Oh, perdirnya nomor 028, Pak. Iya, nomor 028, 2023. 2023, baik. Sehari-hari seringnya di lapangan, Pak. Iya. Itu juga melaksanakan karena mengejar target juga di sini, Pak. Kelengkapan biasanya surat tugas, Pak. Surat tugas, ya. Surat tugas, kemudian name tag. Name tag, ada pengenal, kemudian APD, kemudian biasa juga di bawah dasar TO-nya, Pak. Yang ngasih biasa atasan, Pak. Dari manajer biasa. P2, Pak. Kalau cuma mengurangi batas pengukuran P1, Pak. Biasa sih kalau di sini, Pak. Melihat dari histori pembelian atau dari jumlah arus. Jadi arus sekali. Lab sendiri. Nggak boleh, Pak. ",1,panjang level 2 perdir laksana p2tl perdirnya nomor 028 nomor 028 2023 2023 seharihari lapang laksana kejar target lengkap surat tugas surat tugas surat tugas nama tag nama tag kenal apd dasar tonya atas manajer p2 kurang batas ukur p1 histori beli arus arus lab tidak
